client,vendor_account_number,country_key,name,name_2,name_3,name_4,city,district,po_box,po_box_postal_code,postal_code,region,sort_field,matchcode_search_term_1,matchcode_search_term_2,matchcode_search_term_3,title_anred,train_station,international_location_number_1,international_location_number_2,authorization_group,industry_key,international_location_number_check_digit,data_communication_line_num,data_medium_exchange_indicator,data_medium_exchange_instruction_key,record_created_on,object_created_by,isr_susbcriber_num,group_key,vendor_account_group,competitor,master_record_central_deletion_flag,physical_inventory_blocking_indicator,centrally_imposed_purchasing_block,language_text,vat_liability,one_time_account_indicator,alternative_payee_allowed_indicator,company_id,natural_person,function_that_will_be_blocked,birthdate_of_person_withholding_tax,last_review,vendor_qm_system,one_time_account_reference_account_group,po_box_city,plant,vendor_subrange_indicator,plant_level_indicator,factory_calendar_key,data_transfer_status,tax_jurisdiction,payment_block,standard_carrier_access_code,forwarding_agent_freight_group,transportation_zone,alternative_payee_indicator,service_agent_procedure_group,profession,shipment_details,external_manufacturer_code_name,uniform_resource_locator,representative_name,business_type,industry_type,change_authorization_status,changes_confirmation_status,last_change_confirmation_time,master_record_central_deletion_block,certification_validity_date,vendor_proof_of_delivery_relevant_indicator,master_record_account_number,carrier_confirmation_indicator,micro_company_indicator,liability_terms,business_purpose_completed_flag,industry_main_type,company_size,declaration_regimen_pis_or_cofins,currency,agency_location_code,payment_office,processor_group,subledger_acct_preprocessing_procedure,name_1_pson1,name_2_pson2,name_3_pson3,first_name,title_psotl,transportation_chain,staging_time_in_days,schedule_procedure,cross_docking_for_collective_numbering,global_dnb_code,global_dnb_name,is_quarantined,start_at,end_at
100,0001003947,US,AXSA DOCUMENT SOLUTIONS INC, , , ,TAMPA,HILLSBOROUGH, , ,33610-7410,FL,593456143,AXSA DOCUMENT SOLUTIONS I, ,TAMPA, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1005700000, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:41.000000,""
100,0001003949,US,APPLIED IMAGINATION INC, , , ,BOWLING GREEN,WOOD, , ,43402-2845,OH,341668907,APPLIED IMAGINATION INC, ,BOWLING GREEN, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3617302600, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:35.000000,""
100,0001003954,US,CITY OF MARSHALL MO, , , ,MARSHALL, , , ,65340-1750,MO,NO TAX ID,CITY OF MARSHALL MO, ,MARSHALL, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS EXIT,ZKRD,0060000827, , , ,E, , , , , , ,2010-04-01 05:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,2619508500, , , , , , , , , , , ,NEP_SGA_Gov't Tax & Garnish, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:35.000000,""
100,0001003956,US,JTA TRANSPORTATION, , , ,SECAUCUS,HUDSON,1332, ,07094,NJ,223610085,JTA TRANSPORTATION, ,SECAUCUS, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3101723200, , , , , , , , , , , ,NEP_Transportation, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:44.000000,""
100,0001003958,US,RANCHERS FEED OF HOLLISTER INC, , , ,HOLLISTER,SAN BENITO,1411, ,95023-3713,CA,770582720,RANCHERS FEED OF HOLLISTE, ,HOLLISTER, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0506915100, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:37.000000,""
100,0001003959,US,JACKS OVERHEAD DOORS & INSTALL, , , ,GILROY,SANTA CLARA, , ,95020-6634,CA,942376448,JACKS OVERHEAD DOORS & IN, ,GILROY, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0508513400, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:32.000000,""
100,0001003963,US,MULTIPOND AMERICA INC, , , ,GREEN BAY, , , ,54303-4712,WI,391943997,MULTIPOND AMERICA INC, ,GREEN BAY, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,STRT NICHE,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2012-09-04 05:00:00.000000, , , , ,X,X, ,X,5000903600, , , , , , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:23.000000,""
100,0001003969,US,INSTRUMENTORS SUPPLY INC, , , ,OREGON CITY, , , ,97045,OR,910900115,INSTRUMENTORS SUPPLY INC, ,OREGON CITY, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,2012-08-20 05:00:00.000000,2012-08-16 05:00:00.000000, , , , ,X,X, ,X,3800504300, , , , , , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:34.000000,""
100,0001003980,US,OMIC USA INC, , , ,PORTLAND, , , ,97210-1619,OR,931106683,OMIC USA INC, ,PORTLAND, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,2013-04-01 05:00:00.000000,2013-04-02 05:00:00.000000, , , , ,X,X, ,X,3805104600, , , , , , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:35.000000,""
100,0001003981,US,STONEYS SAND & GRAVEL LLC, , , ,LEMOORE,KINGS, , ,93245-9604,CA,770509160,STONEYS SAND & GRAVEL LLC, ,LEMOORE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0503100000, , , , , , , , , , , ,EP_SGA_Facilities, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:34.000000,""
100,0001003998,US,HARVEST TRUCKING,ATTN: WILHELM BERG, , ,SUBLETTE,HASKELL,312, ,67877,KS,635301718,HARVEST TRUCKING,ATTN: WILHELM BERG,SUBLETTE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1708124680, , , , , , , , , , , ,NEP_Transportation, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:43.000000,""
100,0001004003,US,GE EQUIPMENT SERVICES, , , ,STAMFORD, , , ,06902-1627,CT,140689340,GE EQUIPMENT SERVICES, ,STAMFORD, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,2010-04-01 05:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0700104800, , , ,069, , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:31.000000,""
100,0001004006,US,WALKER STREET PALLETS LLC, , , ,WATSONVILLE,SANTA CRUZ,2568, ,95076-4924,CA,770480224,WALKER STREET PALLETS LLC, ,WATSONVILLE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0508737400, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:40.000000,""
100,0001004008,US,LINK STAFFING SERVICES CORP, , , ,DALLAS,DALLAS,660328, ,75266,TX,760594486,LINK STAFFING SERVICES CO, ,DALLAS, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,4411307600, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:35.000000,""
100,0001004016,US,INTEGRATED POWER SERVICES LLC, , , ,CHARLOTTE,MECKLENBURG,1492, ,28260,NC,208918703,INTEGRATED POWER SERVICES, ,CHARLOTTE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3411901700, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:36.000000,""
100,0001004030,US,SOMMER MAID CREAMERY, , , ,PIPERSVILLE,BUCKS, , ,18947-1019,PA,NO TAX ID,SOMMER MAID CREAMERY, ,PIPERSVILLE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3901772440, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:43.000000,""
100,0001004049,US,AQUATIC ECO SYSTEMS INC, , , ,APOPKA,ORANGE, , ,32703-7772,FL,591907012,AQUATIC ECO SYSTEMS INC, ,APOPKA, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1009500000, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:40.000000,""
100,0001004058,US,PRIDE TRANSPORT, , , ,SALT LAKE CITY, , , ,84120-1273,UT,870473980,PRIDE TRANSPORT, ,SALT LAKE CITY, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2011-06-06 05:00:00.000000, , , , ,X,X, ,X,4503510190, , , , , , , , , , , ,NEP_Transportation, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:38.000000,""
100,0001004059,US,FOCUS NORTH AMERICA INC, , , ,VANCOUVER,CLARK, , ,98660-3010,WA,911538319,FOCUS NORTH AMERICA INC, ,VANCOUVER, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,4801107800, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:37.000000,""
100,0001004062,US,LIQUID WASTE REMOVAL INC, , , ,GREENWOOD, ,795,46142,46143-1629,IN,351655041,LIQUID WASTE REMOVAL INC, ,GREENWOOD, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS EXIT,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1508105800, , , , , , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:38.000000,""
100,0001004066,US,COLUMBIA ENVIRONMENTAL SCIENCES, , , ,KENNEWICK,BENTON, , ,99336-7829,WA,911629639,COLUMBIA ENVIRONMENTAL SC, ,KENNEWICK, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,4800503100, , , , , , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:24.000000,""
100,0001004070,US,BARNETT BROADCASTING,DBA KXIO-FM, , ,CLARKSVILLE,JOHNSON, , ,72830-4330,AR,710860121,BARNETT BROADCASTING,DBA KXIO-FM,CLARKSVILLE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0407101000, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:37.000000,""
100,0001004082,US,EASTERN PERISHABLE PROD ASSN INC, , , ,WANAQUE,PASSAIC, , ,07465-1304,NJ,237431565,EASTERN PERISHABLE PROD A, ,WANAQUE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3103126300, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:37.000000,""
100,0001004085,US,CASA DE ORO FOODS, , , ,LOUISVILLE, , , ,40211-1635,KY,611078950,CASA DE ORO FOODS, ,LOUISVILLE, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,2010-04-01 05:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1811104900, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:40.000000,""
100,0001004102,US,AMERICAN RED CROSS, , , ,WASHINGTON, , , ,20006-5009,DC,NO TAX ID,AMERICAN RED CROSS, ,WASHINGTON, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,2011-04-19 05:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0900100100, , , , , , , , , , , ,NEP_SGA_Charities, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:43.000000,""
100,0001004107,US,AGRICOR, , , ,MARION, ,807, ,46953-9633,IN,351514611,AGRICOR, ,MARION, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2015-08-18 05:00:00.000000, , , , ,X,X, ,X,1505300190, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:30.000000,""
100,0001004123,US,AUTOMATION & CONTROL SYSTEM,SOLUTIONS INC, , ,EDEN PRAIRIE, , , ,55344-3406,MN,412068059,AUTOMATION & CONTROL SYST,SOLUTIONS INC,EDEN PRAIRIE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,STRT NICHE,ZKRD,0060000280, , , ,E, , , , , , ,2010-04-01 05:00:00.000000,2012-11-27 06:00:00.000000, , , , ,X,X, ,X,2405313600, , , ,553, , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:43.000000,""
100,0001004124,US,ASPEN MARKETING SERVICES INC, , , ,WEST CHICAGO, , , ,60185-1087,IL,953653850,ASPEN MARKETING SERVICES, ,WEST CHICAGO, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,STRT CORE,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,2011-03-18 05:00:00.000000, , , , ,X,X, ,X,1404330600, , , , , , , , , , , ,EP_SGA_Sales Promotions, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:32.000000,""
100,0001004125,US,CASCADE MACHINERY & ELECT INC, , , ,SEATTLE, ,3575, ,98124,WA,910664355,CASCADE MACHINERY & ELECT, ,SEATTLE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,4803306500, , , , , , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:33.000000,""
100,0001004128,US,LOUIS A ROSER COMPANY, , , ,SALT LAKE CITY,SALT LAKE, , ,84104-1016,UT,870203638,LOUIS A ROSER COMPANY, ,SALT LAKE CITY, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,4503502700, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:18.000000,""
100,0001004139,US,INTERPATH LABORATORY INC, , , ,PENDLETON, ,1208, ,97801,OR,930587431,INTERPATH LABORATORY INC, ,PENDLETON, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,2013-06-28 05:00:00.000000,2013-06-28 05:00:00.000000, , , , ,X,X, ,X,3805904500, , , , , , , , , , , ,EP_MROC_CAPITAL_SERVICE VEND, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:31.000000,""
100,0001004142,US,BARLOWORLD HANDLING LP, , , ,ATLANTA, ,402473, ,30384,GA,571065511,BARLOWORLD HANDLING LP, ,ATLANTA, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS EXIT,ZKRD,0060002200, , , ,E, , , , , , ,2011-07-05 05:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1112100800, , , , , , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:32.000000,""
100,0001004152,US,KLOEPFER INC, , , ,PAUL,MINIDOKA,840, ,83347,ID,870214123,KLOEPFER INC, ,PAUL, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,1306707340, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:35.000000,""
100,0001004158,US,HESCO INC, , , ,WATERTOWN,CODINGTON,815, ,57201,SD,460400797,HESCO INC, ,WATERTOWN, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,4202902300, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:24.000000,""
100,0001004179,US,FORMOST FUJI CORPORATION, , , ,WOODINVILLE, ,359, ,98072-8421,WA,910787859,FORMOST FUJI CORPORATION, ,WOODINVILLE, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,STRT NICHE,ZKRD,0060000202, , , ,E, , , , , , ,2010-04-01 05:00:00.000000,2013-05-30 05:00:00.000000, , , , ,X,X, ,X,4803313300, , , ,980, , , , , , , ,EP_MROC_MRO, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:34.000000,""
100,0001004183,US,SOUTH BAY METALS, , , ,GILROY,SANTA CLARA, , ,95020-9202,CA,NO TAX ID,SOUTH BAY METALS, ,GILROY, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0508500000, , , , , , , , , , , ,SCM Heavy Vendor, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:17.000000,""
100,0001004184,US,SHELTON R CHUN,BHG SYSTEMS, , ,LOS ANGELES,LOS ANGELES,191574, ,90019,CA,568905297,SHELTON R CHUN,BHG SYSTEMS,LOS ANGELES, , ,0,0, ,0005,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,0503719000, , , , , , , , , , , ,EP_MROC_Capital, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:41.000000,""
100,0001004191,US,WILKES BARRE AREA SCHOOL DISTRICT, , , ,WILKES BARRE,LUZERNE, , ,18702-5910,PA,NO TAX ID,WILKES BARRE AREA SCHOOL, ,WILKES BARRE, , ,0,0, , ,0,X, , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, , , , ,X,X, ,X,3907941900, , , , , , , , , , , ,NEP__Commodity Cheese, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:33.000000,""
100,0001004192,US,MACON HIGH SCHOOL, , , ,MACON, , , ,63552-3308,MO,204135331,MACON HIGH SCHOOL, ,MACON, , ,0,0, , ,0, , , ,2008-02-10 06:00:00.000000,YDR0068, ,NS TRANSAC,ZKRD, , , , ,E, , , , , , ,2012-05-09 05:00:00.000000,2015-09-10 05:00:00.000000, , , , ,X,X, ,X,2612100000, , , , , , , , , , , ,EP_SGA_Sponsorships, , ,1900-01-01 06:00:00.000000,1900-01-01 06:00:00.000000, ,1900-01-01 06:00:00.000000, , , , , , , , , , , , , , , , , , , , ,0, , ,"","",false,2023-10-05 07:53:21.000000,""
